adopter,bill_sum,bill_win,cf,income,educ,sqft,kids,n_peo,age,retire,party,state
Adopter,500,300,18.1662272,175,Some College,"(1000,1500]",1,2,52,0,Republican,California
Non-adopter,400,400,14.4970535,37.5,Bachelor Degree,"(2000,3000]",0,1,36,0,Independent,New Jersey
Non-adopter,200,100,18.5442682,175,Bachelor Degree,"(1000,1500]",1,2,32,0,Republican,California
Non-adopter,275,225,14.4970535,125,Some College,"(2000,3000]",0,2,56,0,Republican,New Jersey
Non-adopter,275,88,15.0491191,62.5,High School or Less,"(1500,2000]",0,2,78,1,Independent,New Jersey
Adopter,500,300,18.1662272,62.5,Some College,"(1500,2000]",0,2,66,1,Republican,California
Non-adopter,75,100,17.7295933,125,Bachelor Degree,"(3000,4000]",0,2,68,1,Independent,California
Adopter,350,250,14.5694684,62.5,Some College,"(2000,3000]",0,3,60,0,Democrat,New Jersey
Non-adopter,300,250,14.4799344,62.5,High School or Less,"(1500,2000]",0,1,68,1,Independent,New York
Non-adopter,300,200,14.3482328,87.5,Some College,"(0,1000]",0,3,20,0,Republican,New York
Non-adopter,63,125,13.6167158,37.5,Some College,"(1000,1500]",0,1,32,0,Democrat,New York
Non-adopter,90,120,13.7899364,87.5,Some College,"(1500,2000]",0,2,26,0,Independent,New York
Non-adopter,225,125,14.1837344,175,High School or Less,"(1500,2000]",0,2,52,0,Independent,New Jersey
Non-adopter,85,150,13.179338,87.5,Graduate Degree,"(1500,2000]",1,2,55,0,Independent,New York
Adopter,100,120,14.4799344,37.5,Some College,"(1500,2000]",0,2,51,0,Independent,New York
Adopter,125,75,18.1662272,125,Graduate Degree,"(2000,3000]",0,2,58,0,Independent,California
Adopter,350,112,14.1837344,175,Bachelor Degree,"(2000,3000]",0,3,54,0,Independent,New Jersey
Adopter,300,125,19.8069413,87.5,Some College,"(2000,3000]",0,2,84,0,Independent,Arizona
Non-adopter,300,250,14.4799344,125,Bachelor Degree,"(2000,3000]",1,2,43,0,Democrat,New York
Adopter,350,75,18.4697327,125,Some College,"(2000,3000]",0,2,68,1,Independent,Arizona
Non-adopter,175,325,13.9606699,87.5,Bachelor Degree,"(1000,1500]",1,2,30,0,Independent,New Jersey
Adopter,400,250,18.1662272,175,Bachelor Degree,"(1500,2000]",0,2,50,0,Democrat,California
Non-adopter,175,175,18.4697327,62.5,Some College,"(2000,3000]",0,2,55,0,Republican,Arizona
Adopter,220,320,18.1662272,87.5,High School or Less,"(1500,2000]",0,2,65,1,Democrat,California
Adopter,300,250,18.5312698,250,Graduate Degree,"(2000,3000]",1,2,46,0,Republican,California
Adopter,400,50,18.2302849,125,Some College,"(1000,1500]",1,3,49,0,Republican,California
Non-adopter,20,100,14.1812924,17.5,High School or Less,"(0,1000]",0,2,57,0,Independent,New Jersey
Non-adopter,88,175,19.017926,87.5,High School or Less,"(1000,1500]",1,3,37,0,Democrat,California
Adopter,300,450,18.700047,125,Bachelor Degree,"(2000,3000]",0,2,57,0,Independent,California
Adopter,450,250,18.5442682,62.5,Some College,"(2000,3000]",0,3,56,0,Independent,California
Non-adopter,175,88,14.0733312,17.5,High School or Less,"(2000,3000]",0,2,61,0,Republican,New Jersey
Adopter,300,150,17.7295933,250,Graduate Degree,"(1500,2000]",1,2,36,0,Democrat,California
Non-adopter,125,63,18.700047,87.5,Graduate Degree,"(1000,1500]",0,2,37,0,Republican,California
Adopter,150,230,18.700047,175,Some College,"(1000,1500]",0,3,50,0,Democrat,California
Non-adopter,200,80,14.192373,125,Some College,"(1000,1500]",0,3,55,0,Democrat,New Jersey
Adopter,400,150,14.4799344,37.5,High School or Less,"(2000,3000]",0,3,59,1,Republican,New York
Adopter,200,150,18.700047,250,Graduate Degree,"(1500,2000]",0,2,73,1,Democrat,California
Adopter,250,100,14.1837344,62.5,Graduate Degree,"(1500,2000]",0,2,64,1,Republican,New Jersey
Non-adopter,275,250,20.2520716,37.5,Some College,"(1500,2000]",1,2,58,1,Democrat,Arizona
Non-adopter,275,175,14.4799344,175,Some College,"(3000,4000]",0,2,79,1,Republican,New York
Non-adopter,125,88,14.4970535,62.5,High School or Less,"(2000,3000]",1,2,36,0,Democrat,New Jersey
Non-adopter,38,38,17.3227205,62.5,High School or Less,"(1500,2000]",0,2,66,1,Democrat,California
Non-adopter,80,100,13.2501303,37.5,High School or Less,"(1000,1500]",0,1,29,0,Independent,New York
Adopter,90,200,17.1106164,62.5,Some College,"(2000,3000]",1,2,47,0,Independent,California
Non-adopter,125,88,19.2908626,62.5,High School or Less,"(1000,1500]",0,2,44,0,Republican,California
Non-adopter,175,63,18.4697327,125,Bachelor Degree,"(2000,3000]",0,2,76,1,Democrat,Arizona
Adopter,500,350,17.0682681,175,Some College,"(3000,4000]",1,3,53,0,Republican,California
Adopter,200,200,18.4697327,87.5,Bachelor Degree,"(1500,2000]",0,2,68,1,Democrat,Arizona
Non-adopter,350,250,14.2487819,250,Bachelor Degree,"(3000,4000]",1,2,42,0,Republican,New York
Adopter,150,250,18.1662272,125,Bachelor Degree,"(1500,2000]",0,1,61,1,Republican,California
Non-adopter,600,300,14.1837344,125,High School or Less,"(0,1000]",1,2,36,0,Democrat,New Jersey
Adopter,185,185,16.5959732,250,Graduate Degree,"(1500,2000]",1,2,50,0,Democrat,California
Adopter,400,300,17.7295933,250,Graduate Degree,"(2000,3000]",1,1,43,0,Independent,California
Non-adopter,225,275,13.2190847,17.5,Some College,"(1000,1500]",1,3,41,0,Independent,New York
Non-adopter,450,350,18.700047,87.5,Some College,"(2000,3000]",1,2,37,0,Independent,California
Adopter,850,300,17.088196,350,Bachelor Degree,"(4000,5000+]",0,2,55,0,Republican,California
Non-adopter,325,275,14.622124,37.5,High School or Less,"(1500,2000]",1,2,43,0,Independent,New Jersey
Adopter,275,75,17.7295933,175,Some College,"(1500,2000]",1,2,37,0,Independent,California
Adopter,200,120,18.2273476,87.5,Some College,"(1000,1500]",0,3,52,0,Republican,California
Non-adopter,125,88,13.6928697,175,Graduate Degree,"(2000,3000]",0,2,66,0,Independent,New York
Non-adopter,325,125,18.4697327,37.5,High School or Less,"(1500,2000]",1,2,37,0,Independent,Arizona
Adopter,50,100,17.2051015,62.5,Bachelor Degree,"(1000,1500]",0,2,74,1,Republican,California
Adopter,500,400,18.1662272,87.5,Some College,"(3000,4000]",0,3,66,1,Democrat,California
Non-adopter,175,175,18.700047,37.5,Bachelor Degree,"(1500,2000]",0,2,62,1,Republican,California
Adopter,275,250,17.7295933,125,Graduate Degree,"(2000,3000]",0,2,83,1,Republican,California
Non-adopter,18,175,17.5098528,62.5,High School or Less,"(1000,1500]",0,2,54,0,Republican,California
Non-adopter,88,88,15.0491191,125,Bachelor Degree,"(2000,3000]",0,2,55,0,Democrat,New Jersey
Adopter,150,60,18.3624927,62.5,Some College,"(1500,2000]",0,2,73,1,Republican,California
Non-adopter,225,125,14.1837344,87.5,Some College,"(1500,2000]",1,2,37,0,Democrat,New Jersey
Adopter,60,140,17.1184243,62.5,Graduate Degree,"(1000,1500]",0,2,65,1,Democrat,California
Non-adopter,63,38,14.1406168,125,Bachelor Degree,"(2000,3000]",0,2,54,1,Republican,New Jersey
Non-adopter,55,45,18.700047,62.5,Graduate Degree,"(0,1000]",1,2,30,0,Democrat,California
Non-adopter,225,125,19.2908626,125,Graduate Degree,"(2000,3000]",0,2,72,1,Republican,California
Non-adopter,63,38,19.9372954,175,Graduate Degree,"(1500,2000]",0,2,65,0,Independent,Arizona
Adopter,650,850,18.2273476,350,Bachelor Degree,"(2000,3000]",1,2,42,0,Democrat,California
Adopter,500,150,17.2969523,175,Some College,"(1500,2000]",0,3,60,0,Democrat,California
Non-adopter,100,300,19.9905379,62.5,Some College,"(3000,4000]",0,3,27,0,Independent,Arizona
Adopter,600,100,18.2302849,87.5,Graduate Degree,"(2000,3000]",1,1,53,0,Republican,California
Non-adopter,125,175,13.0458995,87.5,Graduate Degree,"(3000,4000]",0,2,71,0,Republican,New York
Adopter,400,300,17.516009,37.5,Some College,"(2000,3000]",0,2,74,1,Democrat,California
Non-adopter,275,275,18.700047,175,Bachelor Degree,"(1500,2000]",0,2,64,1,Republican,California
Non-adopter,175,125,18.700047,350,Bachelor Degree,"(3000,4000]",0,2,50,0,Independent,California
Adopter,500,225,19.2908626,175,Bachelor Degree,"(2000,3000]",0,3,37,0,Republican,California
Non-adopter,300,300,14.0733312,62.5,Some College,"(1000,1500]",0,2,55,0,Democrat,New Jersey
Adopter,167,91,18.700047,350,Bachelor Degree,"(2000,3000]",1,2,34,0,Democrat,California
Non-adopter,125,88,13.4622939,87.5,Some College,"(1000,1500]",1,3,54,0,Independent,New York
Adopter,400,150,18.1662272,87.5,Some College,"(1000,1500]",1,2,49,0,Republican,California
Non-adopter,90,50,19.9905379,87.5,Graduate Degree,"(2000,3000]",1,2,25,0,Democrat,Arizona
Non-adopter,200,90,13.8040129,87.5,Graduate Degree,"(1500,2000]",0,1,58,1,Republican,New Jersey
Non-adopter,150,100,18.700047,125,Bachelor Degree,"(1000,1500]",1,2,32,0,Republican,California
Non-adopter,88,63,17.1995282,87.5,Graduate Degree,"(2000,3000]",0,2,61,0,Independent,California
Adopter,175,125,18.700047,62.5,Some College,"(1000,1500]",0,3,57,0,Independent,California
Non-adopter,125,88,13.0458995,62.5,High School or Less,"(1500,2000]",0,2,77,1,Independent,New York
Non-adopter,125,125,14.1535368,37.5,Some College,"(2000,3000]",0,2,88,1,Democrat,New Jersey
Non-adopter,375,88,18.700047,125,Bachelor Degree,"(2000,3000]",1,3,52,1,Democrat,California
Non-adopter,175,63,18.4697327,62.5,Some College,"(2000,3000]",0,2,74,1,Republican,Arizona
Adopter,450,200,17.7295933,250,Some College,"(2000,3000]",0,2,56,0,Democrat,California
Adopter,350,200,18.1662272,62.5,Bachelor Degree,"(1500,2000]",0,2,80,1,Democrat,California
Adopter,400,300,18.3624927,125,Graduate Degree,"(2000,3000]",0,2,58,1,Independent,California
Non-adopter,340,259,13.7376053,125,Some College,"(1500,2000]",0,3,55,0,Independent,New Jersey
Non-adopter,180,120,14.4799344,125,Graduate Degree,"(2000,3000]",1,1,43,0,Democrat,New York
Non-adopter,88,125,13.6849137,125,Graduate Degree,"(2000,3000]",0,2,67,1,Independent,New York
Non-adopter,88,125,17.3227205,62.5,Bachelor Degree,"(3000,4000]",0,2,64,0,Democrat,California
Adopter,315,245,14.4799344,175,Some College,"(2000,3000]",0,3,56,0,Democrat,New York
Non-adopter,275,275,14.1406168,125,Bachelor Degree,"(2000,3000]",0,2,71,1,Democrat,New Jersey
Non-adopter,225,225,17.4354629,62.5,High School or Less,"(3000,4000]",1,2,39,0,Democrat,California
Adopter,350,400,17.0682681,125,Bachelor Degree,"(2000,3000]",1,2,52,0,Republican,California
Non-adopter,40,100,17.3227205,125,High School or Less,"(0,1000]",0,3,18,0,Independent,California
Non-adopter,175,175,19.9372954,125,Some College,"(1500,2000]",0,2,26,0,Independent,Arizona
Non-adopter,88,88,14.3531422,62.5,Some College,"(1000,1500]",0,2,67,1,Democrat,New Jersey
Non-adopter,175,60,14.622124,62.5,Bachelor Degree,"(1000,1500]",1,2,37,0,Republican,New Jersey
Adopter,80,250,17.7295933,87.5,High School or Less,"(2000,3000]",0,2,60,0,Independent,California
Non-adopter,80,150,17.7295933,175,Some College,"(2000,3000]",0,1,82,1,Republican,California
Adopter,250,150,17.0682681,350,Graduate Degree,"(1500,2000]",0,1,52,0,Republican,California
Non-adopter,325,88,14.1458314,17.5,Bachelor Degree,"(1500,2000]",0,1,48,1,Democrat,New Jersey
Adopter,200,200,18.1662272,125,Some College,"(1000,1500]",0,3,57,1,Independent,California
Adopter,150,170,17.5261569,87.5,High School or Less,"(1500,2000]",1,2,44,0,Democrat,California
Adopter,300,100,14.4799344,175,Graduate Degree,"(1500,2000]",1,2,37,0,Independent,New York
Non-adopter,88,88,18.4697327,125,High School or Less,"(1000,1500]",1,2,27,0,Independent,Arizona
Adopter,200,120,18.5442682,87.5,Graduate Degree,"(3000,4000]",1,2,45,0,Independent,California
Adopter,400,70,18.4697327,37.5,Graduate Degree,"(2000,3000]",1,3,42,0,Independent,Arizona
Non-adopter,88,63,14.5694684,87.5,Bachelor Degree,"(2000,3000]",0,1,29,0,Democrat,New Jersey
Non-adopter,300,200,14.1615421,125,Graduate Degree,"(1500,2000]",1,2,44,0,Democrat,New York
Adopter,90,100,13.5188008,125,Graduate Degree,"(2000,3000]",0,2,85,1,Democrat,New York
Non-adopter,125,63,17.3676259,62.5,High School or Less,"(1500,2000]",1,2,36,0,Independent,California
Adopter,80,90,13.6167158,37.5,Bachelor Degree,"(1500,2000]",0,2,67,1,Republican,New York
Adopter,325,225,13.8040129,62.5,Some College,"(3000,4000]",1,3,52,0,Democrat,New Jersey
Adopter,200,200,14.3055579,125,Bachelor Degree,"(2000,3000]",0,3,67,1,Democrat,New York
Non-adopter,225,88,19.1768928,125,Bachelor Degree,"(3000,4000]",1,2,44,0,Independent,Arizona
Non-adopter,100,200,13.2997318,62.5,Bachelor Degree,"(2000,3000]",0,2,64,1,Independent,New York
Non-adopter,63,38,18.1662272,62.5,Some College,"(1000,1500]",1,2,53,0,Democrat,California
Non-adopter,125,175,15.0491191,37.5,Graduate Degree,"(1000,1500]",0,1,63,1,Independent,New Jersey
Non-adopter,450,175,18.4697327,250,Some College,"(4000,5000+]",0,2,49,0,Democrat,Arizona
Adopter,120,180,14.4799344,62.5,High School or Less,"(1000,1500]",0,2,61,0,Independent,New York
Non-adopter,175,175,14.4799344,62.5,High School or Less,"(1000,1500]",0,2,70,1,Republican,New York
Non-adopter,160,125,14.1869744,125,Some College,"(0,1000]",1,2,45,0,Democrat,New Jersey
Adopter,230,75,19.4651838,87.5,Bachelor Degree,"(2000,3000]",0,2,58,0,Independent,California
Non-adopter,90,125,16.3724796,125,Bachelor Degree,"(1500,2000]",0,2,64,1,Independent,California
Non-adopter,175,63,19.2908626,62.5,Graduate Degree,"(1000,1500]",0,1,63,1,Democrat,California
Non-adopter,175,175,13.4536466,87.5,Graduate Degree,"(3000,4000]",0,2,63,0,Independent,New York
Non-adopter,63,88,13.4629562,87.5,High School or Less,"(1000,1500]",0,1,77,1,Republican,New York
Non-adopter,125,63,16.9027499,125,Some College,"(1500,2000]",0,2,28,0,Independent,California
Non-adopter,125,125,18.4697327,37.5,Bachelor Degree,"(2000,3000]",0,2,76,1,Republican,Arizona
Adopter,75,40,13.9606699,175,Graduate Degree,"(2000,3000]",1,2,40,0,Democrat,New Jersey
Adopter,200,200,14.4799344,87.5,Some College,"(1000,1500]",1,2,48,0,Independent,New York
Adopter,340,225,18.2273476,250,Bachelor Degree,"(1500,2000]",1,2,51,0,Republican,California
Non-adopter,175,88,18.5442682,175,Graduate Degree,"(1000,1500]",1,2,38,0,Independent,California
Adopter,600,150,17.0682681,62.5,Bachelor Degree,"(1500,2000]",0,1,66,0,Democrat,California
Adopter,200,80,19.9372954,125,Some College,"(1500,2000]",0,2,67,1,Democrat,Arizona
Non-adopter,125,125,14.1812924,87.5,Some College,"(1500,2000]",0,2,56,1,Independent,New Jersey
Adopter,300,75,19.4651838,175,Some College,"(1500,2000]",0,2,60,1,Republican,California
Non-adopter,225,88,18.4697327,62.5,Some College,"(2000,3000]",0,3,54,1,Independent,Arizona
Adopter,500,200,18.1662272,125,Bachelor Degree,"(2000,3000]",1,2,45,0,Republican,California
Adopter,75,200,17.0696245,175,High School or Less,"(1500,2000]",0,3,45,0,Democrat,California
Non-adopter,125,225,16.3724796,250,Some College,"(2000,3000]",0,3,51,0,Democrat,California
Adopter,450,250,17.0682681,125,Bachelor Degree,"(2000,3000]",0,3,54,0,Republican,California
Non-adopter,1000,1000,13.648607,87.5,Graduate Degree,"(0,1000]",1,3,33,0,Democrat,New York
Non-adopter,400,250,18.700047,175,Graduate Degree,"(2000,3000]",0,2,63,1,Independent,California
Non-adopter,63,175,16.9027499,62.5,Some College,"(1500,2000]",0,2,49,0,Republican,California
Non-adopter,275,225,14.287465,250,Graduate Degree,"(2000,3000]",1,2,44,0,Independent,New York
Non-adopter,225,175,14.5948679,17.5,High School or Less,"(1000,1500]",0,1,44,0,Independent,New Jersey
Adopter,90,70,18.8477344,125,Some College,"(2000,3000]",0,2,57,0,Independent,California
Adopter,160,150,18.700047,125,Some College,"(1000,1500]",0,3,50,0,Democrat,California
Non-adopter,250,65,18.4697327,37.5,Some College,"(0,1000]",0,2,37,0,Independent,Arizona
Non-adopter,125,88,18.1662272,87.5,Some College,"(1000,1500]",1,2,32,0,Independent,California
Non-adopter,35,25,13.9606699,125,Graduate Degree,"(1500,2000]",0,1,46,0,Democrat,New Jersey
Adopter,600,200,14.4799344,250,Some College,"(3000,4000]",0,3,56,0,Republican,New York
Non-adopter,60,60,13.3203871,37.5,Graduate Degree,"(0,1000]",0,2,62,1,Democrat,New York
Adopter,150,100,18.700047,350,Graduate Degree,"(2000,3000]",0,3,57,0,Republican,California
Non-adopter,275,125,20.0647018,37.5,High School or Less,"(1500,2000]",1,2,26,0,Republican,Arizona
Adopter,212.5,95,18.5312698,175,High School or Less,"(1000,1500]",1,2,50,0,Republican,California
Non-adopter,88,175,14.2822257,87.5,Bachelor Degree,"(0,1000]",1,2,38,0,Democrat,New Jersey
Non-adopter,275,225,14.7471945,125,Some College,"(2000,3000]",0,2,63,0,Independent,New Jersey
Adopter,141,141,18.4697327,175,Bachelor Degree,"(2000,3000]",0,2,67,1,Democrat,Arizona
Non-adopter,275,88,18.4697327,87.5,Graduate Degree,"(0,1000]",0,1,43,0,Democrat,Arizona
Non-adopter,88,125,18.700047,87.5,Graduate Degree,"(1500,2000]",1,2,57,0,Republican,California
Adopter,250,120,18.1662272,175,Graduate Degree,"(2000,3000]",1,3,36,0,Independent,California
Adopter,312.5,175,18.700047,62.5,Some College,"(1000,1500]",0,2,57,1,Independent,California
Non-adopter,38,38,13.6849137,62.5,Bachelor Degree,"(1500,2000]",0,2,67,1,Democrat,New York
Adopter,280,425,14.218588,125,Graduate Degree,"(2000,3000]",0,3,64,0,Democrat,New Jersey
Non-adopter,580,750,14.4911203,250,Bachelor Degree,"(4000,5000+]",1,2,28,0,Independent,New Jersey
Adopter,95,160,18.1662272,125,Graduate Degree,"(2000,3000]",0,2,62,0,Independent,California
Non-adopter,125,88,14.3055579,87.5,Graduate Degree,"(1000,1500]",0,1,72,1,Independent,New York
Adopter,300,120,14.218588,350,Graduate Degree,"(3000,4000]",1,3,52,0,Independent,New Jersey
Non-adopter,225,175,14.0733312,175,Some College,"(1500,2000]",1,2,30,0,Independent,New Jersey
Non-adopter,225,63,18.4697327,87.5,High School or Less,"(1000,1500]",1,2,31,0,Independent,Arizona
Non-adopter,88,88,14.192373,17.5,High School or Less,"(1000,1500]",0,1,64,1,Republican,New Jersey
Non-adopter,275,38,14.218588,87.5,Graduate Degree,"(2000,3000]",1,2,55,0,Independent,New Jersey
Non-adopter,175,88,18.4697327,62.5,High School or Less,"(2000,3000]",0,2,49,0,Independent,Arizona
Adopter,325,175,19.9905379,125,Graduate Degree,"(2000,3000]",0,2,75,1,Independent,Arizona
Non-adopter,225,225,13.7376053,175,Some College,"(2000,3000]",0,3,51,0,Independent,New Jersey
Non-adopter,275,88,18.4697327,87.5,Bachelor Degree,"(2000,3000]",0,2,47,0,Independent,Arizona
Non-adopter,175,325,17.7295933,87.5,Some College,"(1500,2000]",1,3,50,0,Republican,California
Non-adopter,175,125,14.287465,175,Graduate Degree,"(1500,2000]",0,2,64,1,Democrat,New York
Non-adopter,125,88,18.4697327,87.5,High School or Less,"(1500,2000]",0,1,80,1,Independent,Arizona
Adopter,350,80,14.1837344,62.5,Some College,"(1000,1500]",0,3,55,1,Independent,New Jersey
Adopter,600,300,17.7295933,350,Bachelor Degree,"(4000,5000+]",1,2,49,0,Republican,California
Non-adopter,125,88,14.2011612,87.5,Some College,"(2000,3000]",1,2,37,0,Independent,New Jersey
Non-adopter,88,88,13.3924939,125,Some College,"(2000,3000]",0,2,48,0,Independent,New York
Adopter,225,375,14.1458314,125,Bachelor Degree,"(2000,3000]",0,2,72,1,Independent,New Jersey
Non-adopter,65,45,14.0733312,87.5,Bachelor Degree,"(1500,2000]",0,1,50,0,Democrat,New Jersey
Non-adopter,200,200,15.0491191,37.5,High School or Less,"(1500,2000]",0,2,21,0,Independent,New Jersey
Non-adopter,38,63,14.1664029,37.5,High School or Less,"(1500,2000]",0,1,75,1,Republican,New Jersey
Non-adopter,38,63,14.192373,37.5,Graduate Degree,"(1500,2000]",0,1,64,1,Independent,New Jersey
Non-adopter,88,125,19.4651838,87.5,Bachelor Degree,"(1000,1500]",0,1,31,0,Democrat,California
